customer_id,country,customer_type,annual_income,credit_score,created_at
CUST000090,USA,Retail,33569,848,2022-10-19 13:20:29.171740055
CUST000091,Nigeria,Retail,24411,440,2018-03-05 20:07:37.628629208
CUST000092,USA,Retail,17530,487,2019-03-15 08:34:21.202941418
CUST000093,USA,Retail,29834,427,2021-03-05 19:14:09.842152119
CUST000094,Nigeria,SME,15071,500,2021-03-09 02:36:43.451735020
CUST000095,USA,SME,43219,426,2022-10-20 08:04:15.307506561
CUST000096,Singapore,SME,29427,556,2024-05-16 09:57:12.685552120
CUST000097,UK,Retail,21214,846,2022-06-23 00:07:31.901847124
CUST000098,UK,Retail,44041,493,2024-09-04 04:32:30.785825014
CUST000099,Nigeria,Retail,23887,403,2024-03-04 06:59:18.916918755
CUST000100,UAE,Retail,28944,834,2022-02-03 13:35:00.427680731
CUST000101,Nigeria,SME,49408,564,2023-11-03 00:08:39.998351812
CUST000102,UAE,Retail,20421,683,2022-07-02 01:42:10.045226812
CUST000103,UK,Retail,13557,559,2018-07-20 20:56:13.085258245
CUST000104,Nigeria,Retail,45768,713,2023-03-09 14:58:33.373162508
CUST000105,Singapore,Retail,25358,657,2018-08-31 16:20:28.405300140
CUST000106,USA,Retail,49189,374,2022-02-28 01:40:19.480807543
CUST000107,UAE,Retail,45138,654,2022-12-02 15:37:26.951188087
CUST000108,USA,Retail,26562,487,2018-06-20 02:39:58.538461447
CUST000109,USA,SME,37350,589,2019-08-14 03:24:22.759788275
CUST000110,Nigeria,SME,46986,344,2024-05-30 08:58:24.777958632
CUST000111,USA,Retail,21067,382,2022-04-25 21:59:15.933654308
CUST000112,Singapore,Retail,30239,422,2019-09-22 18:04:49.448513031
CUST000113,USA,Retail,43785,657,2022-11-02 01:38:10.304919243
CUST000114,Nigeria,Retail,4254,827,2022-03-06 22:58:31.224752188
CUST000115,Singapore,Retail,27544,365,2021-07-06 12:41:51.189232826
CUST000116,UK,Retail,2224,674,2024-11-01 02:38:32.211847305
CUST000117,USA,Retail,1876,461,2022-10-14 14:11:29.082998514
CUST000118,Nigeria,Retail,9206,679,2020-08-18 00:04:12.065161705
CUST000119,UK,Retail,9394,657,2023-08-08 18:54:22.966895580
CUST000120,UK,Retail,18537,487,2024-03-11 21:06:27.071954727
CUST000121,UAE,SME,18950,621,2018-11-17 04:32:07.067144156
CUST000122,Singapore,SME,16906,749,2019-05-28 19:32:06.519870042
CUST000123,USA,Retail,30225,773,2019-07-07 21:25:08.746152878
CUST000124,Nigeria,SME,6426,312,2022-11-03 10:17:10.746359587
CUST000125,UAE,Retail,39519,483,2022-03-22 23:19:53.092235565
CUST000126,Singapore,SME,9996,410,2022-05-02 18:16:27.632722616
CUST000127,UAE,SME,36568,807,2024-08-02 13:22:33.079243183
CUST000128,Singapore,Retail,30306,589,2023-06-08 00:08:20.203147411
CUST000129,Singapore,Retail,23163,594,2018-11-24 03:13:59.460380793
CUST000130,USA,Retail,41821,750,2020-06-07 13:48:52.683366537
CUST000131,Singapore,Retail,36995,514,2021-01-18 07:14:14.202645063
CUST000132,UAE,Retail,23156,326,2020-10-09 11:22:14.801746845
CUST000133,Singapore,Retail,26360,530,2022-09-08 10:07:50.617366314
CUST000134,USA,Retail,17332,620,2024-03-30 13:41:45.458335400
CUST000135,USA,SME,39287,532,2020-02-22 13:45:58.368479252
CUST000136,UAE,SME,48731,736,2021-11-12 03:35:45.988423109
CUST000137,UK,Retail,22227,832,2023-07-12 12:28:38.654374599
CUST000138,UK,Retail,43315,702,2020-11-30 06:28:11.406796932
CUST000139,Singapore,Retail,30045,352,2019-03-06 21:04:23.892988682
CUST000140,Nigeria,Retail,45022,612,2021-04-29 10:47:27.010700464
CUST000141,Singapore,SME,3020,580,2018-05-22 04:53:44.350649357
CUST000142,UAE,Retail,3581,330,2024-08-06 16:11:16.098762274
CUST000143,UAE,Retail,34696,636,2018-07-11 07:37:39.793458462
CUST000144,UAE,Retail,37235,482,2021-01-26 03:12:42.125391006
CUST000145,UAE,Retail,39713,322,2021-09-16 21:45:11.629730463
CUST000146,UAE,Retail,15066,843,2024-11-24 10:07:32.087302208
CUST000147,USA,SME,14542,745,2019-03-01 12:25:38.183934212
CUST000148,UK,Retail,25998,373,2018-10-20 14:26:00.363131523
CUST000149,UAE,Retail,11829,309,2018-01-23 06:16:43.798563004
CUST000150,Nigeria,Retail,32156,783,2019-02-02 19:06:28.576063156
CUST000151,Nigeria,SME,2659,755,2019-06-14 23:55:41.445928574
CUST000152,Nigeria,SME,38400,459,2022-06-01 09:29:28.403056383
CUST000153,Nigeria,Retail,19863,313,2019-07-16 18:57:58.725862026
CUST000154,USA,Retail,48201,477,2018-02-22 11:19:16.889913321
CUST000155,Nigeria,Retail,43741,711,2023-10-15 15:54:52.656468153
CUST000156,UAE,Retail,19533,352,2020-07-23 19:52:37.125161170
CUST000157,Singapore,SME,11305,707,2020-06-23 09:39:29.743511438
CUST000158,Nigeria,Retail,36351,321,2020-02-13 10:31:59.023118258
CUST000159,USA,Retail,27332,329,2024-10-30 00:42:26.178917646
CUST000160,USA,Retail,14444,559,2019-03-11 23:38:34.545969486
CUST000161,Nigeria,Retail,20373,504,2024-04-15 19:04:24.631255627
CUST000162,Singapore,Retail,40872,358,2023-06-10 06:52:00.792338371
CUST000163,Nigeria,SME,24428,770,2018-07-15 13:25:18.872694731
CUST000164,USA,Retail,15879,765,2024-11-28 01:35:29.403254747
CUST000165,UK,Retail,37251,311,2019-11-25 21:11:11.221663237
CUST000166,UAE,Retail,35046,589,2018-09-10 01:50:13.435841084
CUST000167,USA,Retail,24786,653,2023-10-22 13:21:21.311386585
CUST000168,Nigeria,Retail,5610,374,2022-12-12 23:15:50.942639112
CUST000169,UAE,Retail,12587,740,2022-04-28 05:29:01.244814157
CUST000170,Nigeria,SME,24262,540,2019-02-03 20:14:01.116513968
CUST000171,Nigeria,Retail,17581,453,2021-05-08 12:20:58.784625053
CUST000172,UK,Retail,35447,395,2023-06-19 21:09:44.128852367
CUST000173,UAE,Retail,10096,593,2020-02-16 08:47:37.809640169
CUST000174,UAE,Retail,38519,508,2020-03-07 23:46:53.026719809
CUST000175,UK,SME,42503,642,2018-01-09 00:45:04.040500164
CUST000176,USA,SME,18813,387,2019-03-22 12:58:08.659825087
CUST000177,Nigeria,Retail,48139,689,2024-02-17 09:53:32.648916245
CUST000178,Singapore,Retail,1513,624,2021-02-03 13:05:55.315762043
CUST000179,Nigeria,Retail,49878,456,2024-11-21 16:30:09.896467447
CUST000180,Nigeria,Retail,24205,436,2020-10-08 19:48:22.710947514
CUST000181,USA,Retail,2328,727,2023-01-03 17:33:44.485033751
CUST000182,Nigeria,Retail,8409,751,2019-12-22 20:48:28.169918776
CUST000183,UK,Retail,38856,440,2020-07-19 06:16:12.207132578
CUST000184,UK,Retail,13609,382,2019-05-03 16:28:20.663320780
CUST000185,UAE,SME,2523,476,2020-06-06 10:31:24.348255157
CUST000186,Singapore,Retail,15037,497,2021-10-31 06:52:19.751426458
CUST000187,Nigeria,Retail,27161,720,2024-12-10 23:07:05.375764370
CUST000188,Nigeria,SME,39159,700,2022-08-26 08:43:50.620041609
CUST000189,USA,Retail,34348,770,2019-05-25 11:19:32.628465891
CUST000190,UK,Retail,38304,517,2018-04-25 23:11:37.491325140
CUST000191,Singapore,Retail,15879,474,2018-11-20 02:14:40.363111973
CUST000192,UAE,Retail,28266,322,2021-12-09 10:53:15.330207825
CUST000193,UK,SME,44090,534,2023-05-11 12:21:32.611778259
CUST000194,UAE,SME,3063,312,2024-08-01 15:38:45.289076090
CUST000195,USA,Retail,36560,400,2018-02-10 11:02:11.108763218
CUST000196,USA,Retail,29697,835,2021-08-29 16:44:39.722527742
CUST000197,Nigeria,Retail,4086,822,2021-04-19 00:11:16.500133991
CUST000198,Singapore,Retail,16587,751,2022-08-05 12:47:04.518978119
CUST000199,UAE,Retail,49368,730,2021-12-01 20:14:06.506984711
CUST000200,UK,SME,23725,832,2022-10-23 18:13:06.934604406
CUST000201,USA,Retail,30250,592,2022-08-10 17:12:43.419198036
CUST000202,Nigeria,SME,7143,400,2018-10-27 04:46:31.911896706
CUST000203,Nigeria,Retail,28023,801,2023-08-07 21:05:20.122632980
CUST000204,UAE,Retail,37227,603,2018-11-12 02:32:12.143613815
CUST000205,USA,Retail,11505,839,2022-11-22 03:25:38.668203592
CUST000206,Singapore,SME,44043,654,2020-11-30 02:00:32.116927624
CUST000207,USA,SME,661,602,2021-08-06 21:59:30.766187906
CUST000208,UAE,SME,16529,795,2024-04-28 17:35:33.166351080
CUST000209,UAE,Retail,14726,526,2024-03-25 10:23:04.294409752
CUST000210,USA,Retail,29231,535,2023-09-23 06:12:20.755576372
CUST000211,UAE,SME,44422,754,2021-07-28 10:47:08.922637224
CUST000212,USA,Retail,45348,312,2023-02-26 13:33:52.805855036
CUST000213,UK,Retail,3890,509,2021-08-04 11:27:59.411081791
CUST000214,USA,Retail,6497,696,2024-02-02 13:59:09.849523783
CUST000215,USA,SME,13193,399,2020-10-26 21:32:50.401811838
CUST000216,UAE,SME,42592,330,2024-10-16 21:24:09.417787790
CUST000217,UAE,Retail,1041,827,2024-07-11 22:46:58.897163153
CUST000218,Nigeria,SME,22317,628,2023-03-12 06:40:10.381861925
CUST000219,Nigeria,SME,38361,465,2019-12-16 11:11:38.328421831
CUST000220,UK,Retail,13928,758,2018-12-03 15:19:02.773432732
CUST000221,Nigeria,Retail,44434,399,2023-12-26 11:26:28.771149635
CUST000222,USA,SME,49331,472,2019-02-27 16:16:14.504571915
CUST000223,UAE,Retail,10758,461,2023-12-25 08:16:33.957078695
CUST000224,Nigeria,Retail,16544,562,2021-06-08 21:16:00.954926968
CUST000225,Nigeria,Retail,29911,573,2020-11-05 13:34:36.151448727
CUST000226,UK,SME,5969,302,2024-04-28 11:00:42.175840378
CUST000227,UK,SME,29354,327,2022-03-25 01:07:37.547514439
CUST000228,USA,SME,6756,625,2022-01-14 09:38:54.202331543
CUST000229,UAE,Retail,11220,448,2021-11-29 18:20:54.562956095
CUST000230,UK,SME,34437,839,2020-08-07 01:55:51.092711687
CUST000231,Nigeria,SME,34098,787,2023-07-02 21:20:45.518551826
CUST000232,UAE,Retail,2151,737,2019-10-09 09:44:05.684495926
CUST000233,UAE,SME,19694,364,2024-07-28 18:06:21.268126725
CUST000234,Nigeria,Retail,25551,655,2024-04-04 22:05:02.627958775
CUST000235,UK,Retail,27886,832,2020-05-12 22:29:33.453661680
CUST000236,Nigeria,Retail,10018,551,2023-02-09 05:43:57.457306385
CUST000237,UAE,Retail,46526,534,2022-01-05 17:33:39.589137077
CUST000238,Singapore,Retail,16684,526,2020-05-13 08:51:44.514320612
CUST000239,Singapore,Retail,34287,824,2024-12-02 15:35:47.379064560
CUST000240,USA,Retail,22121,612,2018-03-06 12:45:55.584058523
CUST000241,Nigeria,SME,10528,348,2019-10-09 00:22:53.785801649
CUST000242,Nigeria,Retail,12948,417,2021-08-22 19:54:17.936168671
CUST000243,USA,Retail,45753,353,2021-08-27 15:12:42.902900934
CUST000244,USA,Retail,34551,343,2022-02-14 21:38:41.795733690
CUST000245,USA,SME,30947,352,2023-04-07 00:51:47.968929052
CUST000246,UAE,Retail,18894,824,2022-05-14 05:35:15.011909485
CUST000247,Nigeria,Retail,35001,401,2022-03-15 22:04:21.610864401
CUST000248,UAE,SME,30754,697,2018-05-17 20:04:32.016171455
CUST000249,USA,Retail,19009,437,2020-08-20 18:54:38.523793221
CUST000250,Nigeria,Retail,49498,686,2019-08-17 08:47:47.882329941
CUST000251,UAE,Retail,14972,410,2019-11-10 13:13:58.831644058
CUST000252,UAE,SME,46157,316,2021-11-18 10:34:55.651145935
CUST000253,USA,Retail,3971,481,2019-05-26 03:14:31.799760818
CUST000254,Nigeria,SME,42296,835,2020-01-22 15:04:06.352337837
CUST000255,USA,Retail,30768,840,2019-08-30 05:24:51.812251568
CUST000256,Nigeria,SME,8829,470,2024-08-22 07:43:43.029891014
CUST000257,Singapore,SME,35365,708,2024-08-12 12:14:47.946752787
CUST000258,UK,SME,47350,677,2022-04-09 14:53:36.844521046
CUST000259,UK,Retail,47198,487,2024-06-22 00:05:41.500101327
CUST000260,UK,SME,28772,529,2023-07-03 07:45:01.537571192
CUST000261,USA,Retail,43345,418,2022-02-17 11:55:18.018413067
CUST000262,Singapore,Retail,6897,455,2018-01-17 10:54:57.812887192
CUST000263,Nigeria,Retail,32873,764,2023-05-30 07:46:45.998835087
CUST000264,UAE,SME,36025,403,2022-12-02 06:18:16.367764235
CUST000265,Nigeria,SME,25070,801,2022-04-23 04:53:10.300686598
CUST000266,UAE,SME,18784,474,2023-04-29 09:43:08.973587751
CUST000267,Nigeria,Retail,19494,720,2021-08-04 13:00:26.668432236
CUST000268,Singapore,Retail,23784,433,2022-12-06 08:10:55.900012493
CUST000269,UAE,SME,18333,690,2024-07-19 05:38:26.225633144
CUST000270,USA,Retail,25622,800,2020-08-18 22:24:07.964793444
CUST000271,Nigeria,Retail,5517,332,2022-12-16 16:01:14.751053810
CUST000272,Nigeria,Retail,16870,354,2021-05-01 08:00:36.056507349
CUST000273,UAE,Retail,29752,818,2022-09-21 10:33:28.197073460
CUST000274,USA,Retail,8499,311,2023-05-05 17:14:17.578680754
CUST000275,USA,Retail,22936,827,2018-04-27 05:19:44.568278074
CUST000276,Singapore,Retail,43463,672,2022-07-12 08:34:33.759269238
CUST000277,USA,Retail,2596,783,2019-08-03 18:39:10.816867352
CUST000278,USA,SME,48701,527,2022-09-10 06:33:24.408629179
CUST000279,USA,Retail,25779,606,2021-04-12 12:29:12.661390543
CUST000280,UK,Retail,43863,756,2023-06-01 23:23:04.785951853
CUST000281,Singapore,Retail,49209,459,2018-11-12 12:51:40.419133425
CUST000282,Nigeria,Retail,26701,630,2022-05-21 12:09:00.275174618
CUST000283,UAE,SME,20215,524,2019-12-14 01:11:30.094173670
CUST000284,Nigeria,SME,29809,803,2023-12-22 01:47:56.722011805
CUST000285,Singapore,Retail,15578,755,2024-07-01 21:02:20.305999994
CUST000286,UAE,Retail,5605,344,2024-12-22 18:58:13.751386642
CUST000287,Singapore,SME,29812,513,2023-07-29 09:22:56.179767132
CUST000288,USA,SME,3339,358,2023-04-12 07:09:08.762492895
CUST000289,UAE,Retail,3884,494,2019-07-06 00:51:02.052661896
CUST000290,USA,Retail,44119,788,2020-05-09 04:04:52.305978060
CUST000291,Nigeria,Retail,43321,456,2021-04-05 18:00:22.402323246
CUST000292,Nigeria,SME,13993,525,2023-06-01 12:50:53.305083990
CUST000293,UAE,Retail,17569,711,2024-05-28 13:37:30.749177217
CUST000294,UAE,SME,47407,504,2019-04-29 15:05:17.844757795
CUST000295,Singapore,Retail,8031,378,2024-06-16 11:50:52.077245474
CUST000296,Singapore,Retail,37551,423,2022-11-14 17:05:37.196389675
CUST000297,USA,Retail,8236,770,2022-04-11 17:46:41.522445917
CUST000298,UAE,Retail,8210,517,2019-05-26 23:51:32.889708281
CUST000299,Nigeria,Retail,2119,815,2018-05-22 23:27:36.768355131
CUST000300,Singapore,Retail,14475,403,2021-12-24 13:33:14.009886980
CUST000301,Singapore,Retail,46103,692,2022-07-24 22:12:52.036298990
CUST000302,Nigeria,SME,23752,733,2019-06-23 23:14:09.542394638
CUST000303,Singapore,Retail,15761,630,2021-11-23 20:36:15.980747700
CUST000304,USA,Retail,1931,442,2023-12-31 01:17:13.706640959
CUST000305,UAE,SME,9567,839,2023-11-06 06:19:36.986461163
CUST000306,Nigeria,SME,37981,577,2024-06-29 05:55:57.799991608
CUST000307,UAE,SME,27537,532,2020-07-24 13:40:49.299191952
CUST000308,Singapore,SME,10057,828,2020-03-24 06:03:58.205897093
CUST000309,Singapore,Retail,9935,389,2023-04-01 06:46:30.486109018
CUST000310,Nigeria,Retail,38266,791,2021-01-07 08:30:21.873574734
CUST000311,USA,SME,662,498,2018-08-12 20:41:11.090604544
CUST000312,UK,Retail,35242,661,2019-12-25 02:56:23.233154058
CUST000313,Nigeria,Retail,20175,740,2020-12-06 07:33:27.714587212
CUST000314,UK,SME,8961,325,2020-01-18 23:08:52.795055866
CUST000315,UK,Retail,17515,324,2020-04-29 10:47:29.320422888
CUST000316,USA,Retail,33091,693,2020-01-22 04:26:23.316395998
CUST000317,UK,Retail,28547,806,2018-04-17 02:43:15.210088491
CUST000318,UK,Retail,35282,600,2022-06-18 01:13:39.360699892
CUST000319,USA,Retail,10333,638,2022-03-08 06:38:28.508106232
CUST000320,UK,Retail,8396,566,2022-07-29 16:50:18.724702835
CUST000321,UK,SME,33472,760,2019-05-07 17:40:25.319249868
CUST000322,UK,Retail,42300,755,2020-01-26 23:43:40.474829912
CUST000323,Nigeria,Retail,31008,659,2022-05-04 08:35:24.737121582
CUST000324,Nigeria,SME,5847,367,2022-03-14 05:56:40.636494398
CUST000325,Nigeria,SME,30814,711,2021-07-18 16:28:42.328029633
CUST000326,USA,SME,3143,790,2020-06-15 00:09:37.175852776
CUST000327,Singapore,SME,41285,348,2024-05-23 08:44:59.643647432
CUST000328,UK,Retail,19181,401,2020-05-18 19:01:12.825823545
CUST000329,UK,Retail,38828,515,2021-03-11 00:26:11.012068510
CUST000330,USA,Retail,16392,737,2022-09-30 22:29:22.480792284
CUST000331,UK,Retail,47799,458,2021-10-20 12:08:21.009953737
CUST000332,Nigeria,Retail,17573,788,2020-06-05 23:41:54.951106548
CUST000333,Singapore,Retail,37268,541,2021-01-18 22:38:58.202646255
CUST000334,UAE,SME,31182,304,2023-07-25 11:41:55.788122177
CUST000335,UK,Retail,32762,660,2019-12-13 04:13:48.050048828
CUST000336,Nigeria,Retail,31858,758,2018-12-30 17:55:10.396645069
CUST000337,UAE,Retail,14789,547,2020-03-11 18:11:57.731603146
CUST000338,Singapore,Retail,8427,721,2023-12-13 06:12:56.649821520
CUST000339,UAE,Retail,48830,314,2018-08-16 13:07:14.956695318
CUST000340,Nigeria,SME,1671,421,2024-12-10 18:24:16.670594215
CUST000341,UAE,Retail,12418,576,2021-10-15 08:15:57.245013952
CUST000342,USA,Retail,42403,752,2024-11-23 06:00:49.016781330
CUST000343,UAE,Retail,39610,689,2024-07-29 00:19:56.750060081
CUST000344,UK,SME,12429,593,2021-03-03 20:16:19.249303818
CUST000345,UK,Retail,3039,745,2019-05-23 13:00:00.958971739
CUST000346,USA,Retail,37227,509,2019-02-26 14:38:56.285697937
CUST000347,Nigeria,Retail,46451,601,2019-09-06 15:40:02.215097666
CUST000348,UK,Retail,23169,522,2022-12-21 19:25:11.590192318
CUST000349,Singapore,SME,5932,302,2019-11-29 22:23:42.996055126
CUST000350,UK,SME,21144,817,2020-05-23 00:35:09.402275562
CUST000351,UK,Retail,19245,392,2021-02-21 12:39:27.516749382
CUST000352,Nigeria,SME,28728,819,2024-05-24 03:15:47.275574207
CUST000353,UAE,SME,35021,727,2019-04-30 06:41:42.967525959
CUST000354,UK,SME,32203,792,2018-01-13 20:28:10.130010128
CUST000355,USA,SME,27428,534,2018-06-03 15:59:47.443515062
CUST000356,UAE,Retail,18822,460,2024-05-02 11:42:03.082411766
CUST000357,Singapore,Retail,22860,630,2022-07-14 16:47:25.492227077
CUST000358,Nigeria,Retail,29555,632,2019-11-30 03:57:24.216871738
CUST000359,Singapore,SME,43391,349,2019-03-30 01:56:57.847397089
CUST000360,UAE,Retail,16876,822,2020-01-23 10:33:39.938207150
CUST000361,UAE,SME,7088,791,2018-10-21 12:51:28.193603516
CUST000362,UAE,SME,25500,571,2024-08-04 11:59:29.898008108
CUST000363,Singapore,Retail,6804,551,2023-06-29 05:09:52.230411768
CUST000364,UAE,SME,7845,389,2021-03-28 08:01:18.281167746
CUST000365,Singapore,Retail,29800,745,2024-01-21 17:01:30.542554855
CUST000366,UAE,Retail,24759,631,2019-09-30 20:45:03.891841412
CUST000367,USA,SME,25970,438,2023-01-08 16:15:18.165605545
CUST000368,UAE,Retail,23517,656,2023-12-30 03:08:21.118111372
CUST000369,Singapore,SME,15852,573,2020-07-01 06:10:56.261629104
CUST000370,UK,SME,33865,318,2023-04-21 20:04:41.118310690
CUST000371,UAE,Retail,19946,610,2020-01-25 11:59:59.746747732
CUST000372,UK,Retail,2836,453,2020-02-04 04:15:52.835674286
CUST000373,USA,Retail,10379,689,2018-10-01 17:53:05.760647774
CUST000374,Nigeria,Retail,32816,559,2021-01-30 05:28:55.913479567
CUST000375,USA,SME,33840,424,2023-02-09 20:57:37.000561714
CUST000376,UAE,Retail,8021,653,2024-08-01 03:28:13.426675081
CUST000377,UK,Retail,6671,572,2022-03-24 21:48:49.682537079
CUST000378,UK,Retail,23981,544,2024-01-17 00:54:06.047160625
CUST000379,Singapore,Retail,18974,749,2023-10-05 02:51:05.895513535
CUST000380,UK,SME,47260,546,2019-03-20 05:42:59.309953213
CUST000381,Singapore,Retail,45129,819,2021-05-27 05:38:38.319037437
CUST000382,Nigeria,SME,45732,440,2018-10-26 23:21:48.701240063
CUST000383,UAE,Retail,21508,661,2022-10-11 06:22:30.787371874
CUST000384,Singapore,SME,2133,307,2024-08-25 21:26:34.227330685
CUST000385,Nigeria,Retail,12985,777,2018-12-17 12:54:21.108157635
CUST000386,UK,Retail,44117,651,2023-02-20 12:56:23.895925283
CUST000387,UK,SME,4148,794,2022-06-05 15:11:27.032851934
